Job Title,Company Name,Location,Date Scraped,Job URL,Job Industry,Job Type,Job Seniority,Job Description
75,Front-End Software Engineer,Ocado Technology,"Barcelona, Catalonia, Spain",2021-07-27,https://es.linkedin.com/jobs/view/front-end-software-engineer-at-ocado-technology-2659149444?refId=DyN2hD6J12x4BvQbRUbo4Q%3D%3D&trackingId=DyNXSDxPaQV39K%2FtJoPKmA%3D%3D&position=6&pageNum=3&trk=public_jobs_jserp-result_search-card,Information Technology and Services and Computer Software,"Employment type
Full-time",Entry level,"We are currently hiring Senior Front-End Software Engineers for our Customer Web team.  The aim of the Customer Web team is to build and maintain our public facing UIs and systems that make up OSP, collaborating with developers to quickly get functionality live and having a positive impact on our customers lives.  The Ocado Smart Platform (OSP) is live in 5 countries, with more to come, enabling thousands of people per week to get exactly the products they want at a time which is convenient to them.  This team will be working on the customer facing website, which means that your work will have a direct improvement on people's lives. Working side by side with our mobile and retailer systems development teams will mean that you will be in close collaboration on challenging problems like increasing personalisation, convenience, basket building tools or instant order.            A relaxed, international, talented, creative and friendly environment, where we will provide you with the best tools to develop amazing stuff. We invest in our employees, ensuring we provide them with the best in-house and external training programs available. We also really encourage people to attend conferences and be involved in the local developer community.  We are growing rapidly, making it a very exciting time to join, as we are currently at a brand new office in the 22@ district - the thrilling tech area of Barcelona.    There’s a lot going on at Ocado Technology! Click to find out more about Ocado Technology and our recruitment process.  Ocado is an equal opportunities employer and as such makes every effort to ensure that all potential employees are treated fairly and equally, regardless of their sex, sexual orientation, marital status, race, colour, nationality, ethnic or national origin, religion, age, disability or union membership status."
76,GROUP DATA OFFICE - ESG Data Analytics Engineer,BNP Paribas,"Madrid, Community of Madrid, Spain",2021-07-27,https://es.linkedin.com/jobs/view/group-data-office-esg-data-analytics-engineer-at-bnp-paribas-2656803000?refId=DyN2hD6J12x4BvQbRUbo4Q%3D%3D&trackingId=Rw1fsD225KAs3buZ267I%2BQ%3D%3D&position=7&pageNum=3&trk=public_jobs_jserp-result_search-card,,,,
77,"Data Scientist – Remote, Full-time",Toptal,"Barcelona, Catalonia, Spain",2021-07-27,https://es.linkedin.com/jobs/view/data-scientist-%E2%80%93-remote-full-time-at-toptal-2662799907?refId=DyN2hD6J12x4BvQbRUbo4Q%3D%3D&trackingId=KhbVPLci%2FCwES6bcZShoRg%3D%3D&position=8&pageNum=3&trk=public_jobs_jserp-result_search-card,"Information Technology and Services, Computer Software, and Internet","Employment type
Contract",Mid-Senior level,"Design your lifestyle as a top freelance data scientist, with the freedom to work however, wherever, on your terms.  Freelance work is defining the careers of today's data scientists in exciting new ways. If you're passionate about working flexibly with leading Fortune 500 brands and innovative Silicon Valley startups, Toptal could be a great fit for your next career shift.  Toptal is an elite talent network for the world's top 3% of developers, connecting the best and brightest freelancers with top organizations. Unlike a 9-to-5 job, you'll choose your own schedule and work from anywhere. Jobs come to you, so you won't bid for projects against other data scientists in a race to the bottom. Plus, Toptal takes care of all the overhead, empowering you to focus on successful engagements while getting paid on time, at the rate you decide, every time.  As a freelance data scientist, you could join an ever-expanding community of experts in over 120 countries, working remotely on the projects that meet your career ambitions.  That's why the world's top 3% of developers choose Toptal. Data Scientists in our elite network share:   If you're ready for a career shift to impactful freelance work, take the next step by clicking apply and filling out the short form. #RemoteJobsDataScience"
78,"Data Scientist – Remote, Full-time",Toptal,"Granada, Andalusia, Spain",2021-07-27,https://es.linkedin.com/jobs/view/data-scientist-%E2%80%93-remote-full-time-at-toptal-2662790884?refId=DyN2hD6J12x4BvQbRUbo4Q%3D%3D&trackingId=0hDB%2FQWCnvOkKeoCDe7rFQ%3D%3D&position=9&pageNum=3&trk=public_jobs_jserp-result_search-card,,,,
79,"Data Scientist – Remote, Full-time",Toptal,"Málaga, Andalusia, Spain",2021-07-27,https://es.linkedin.com/jobs/view/data-scientist-%E2%80%93-remote-full-time-at-toptal-2662791836?refId=DyN2hD6J12x4BvQbRUbo4Q%3D%3D&trackingId=mnoHj1hrLMIGpmcJeH0OAQ%3D%3D&position=10&pageNum=3&trk=public_jobs_jserp-result_search-card,"Information Technology and Services, Computer Software, and Internet","Employment type
Contract",Mid-Senior level,"Design your lifestyle as a top freelance data scientist, with the freedom to work however, wherever, on your terms.  Freelance work is defining the careers of today's data scientists in exciting new ways. If you're passionate about working flexibly with leading Fortune 500 brands and innovative Silicon Valley startups, Toptal could be a great fit for your next career shift.  Toptal is an elite talent network for the world's top 3% of developers, connecting the best and brightest freelancers with top organizations. Unlike a 9-to-5 job, you'll choose your own schedule and work from anywhere. Jobs come to you, so you won't bid for projects against other data scientists in a race to the bottom. Plus, Toptal takes care of all the overhead, empowering you to focus on successful engagements while getting paid on time, at the rate you decide, every time.  As a freelance data scientist, you could join an ever-expanding community of experts in over 120 countries, working remotely on the projects that meet your career ambitions.  That's why the world's top 3% of developers choose Toptal. Data Scientists in our elite network share:   If you're ready for a career shift to impactful freelance work, take the next step by clicking apply and filling out the short form. #RemoteJobsDataScience"
80,"Data Scientist – Remote, Full-time",Toptal,"Madrid, Community of Madrid, Spain",2021-07-27,https://es.linkedin.com/jobs/view/data-scientist-%E2%80%93-remote-full-time-at-toptal-2662791551?refId=DyN2hD6J12x4BvQbRUbo4Q%3D%3D&trackingId=P7sosk8zMxWOC74vuczNiw%3D%3D&position=11&pageNum=3&trk=public_jobs_jserp-result_search-card,"Information Technology and Services, Computer Software, and Internet","Employment type
Contract",Mid-Senior level,"Design your lifestyle as a top freelance data scientist, with the freedom to work however, wherever, on your terms.  Freelance work is defining the careers of today's data scientists in exciting new ways. If you're passionate about working flexibly with leading Fortune 500 brands and innovative Silicon Valley startups, Toptal could be a great fit for your next career shift.  Toptal is an elite talent network for the world's top 3% of developers, connecting the best and brightest freelancers with top organizations. Unlike a 9-to-5 job, you'll choose your own schedule and work from anywhere. Jobs come to you, so you won't bid for projects against other data scientists in a race to the bottom. Plus, Toptal takes care of all the overhead, empowering you to focus on successful engagements while getting paid on time, at the rate you decide, every time.  As a freelance data scientist, you could join an ever-expanding community of experts in over 120 countries, working remotely on the projects that meet your career ambitions.  That's why the world's top 3% of developers choose Toptal. Data Scientists in our elite network share:   If you're ready for a career shift to impactful freelance work, take the next step by clicking apply and filling out the short form. #RemoteJobsDataScience"
81,GCP Data Engineer with relocation to the Netherlands,Devoteam G Cloud,"Madrid, Community of Madrid, Spain",2021-07-27,https://es.linkedin.com/jobs/view/gcp-data-engineer-with-relocation-to-the-netherlands-at-devoteam-g-cloud-2662786492?refId=DyN2hD6J12x4BvQbRUbo4Q%3D%3D&trackingId=8YDvjYBkJb6shoBOPdbeBA%3D%3D&position=12&pageNum=3&trk=public_jobs_jserp-result_search-card,Information Technology and Services,"Employment type
Full-time",Associate,"Company Description Our mission is to build cultures of innovation at companies by transforming the way they work and by elevating their customer experiences. As a Premier Google Cloud partner, we do this by implementing innovative Google Cloud solutions and by leveraging cutting-edge Infrastructure, Application and AI & Machine Learning technologies."
82,[REMOTE] Swift Developer – Full-time,Toptal,"Granada, Andalusia, Spain",2021-07-27,https://es.linkedin.com/jobs/view/remote-swift-developer-%E2%80%93-full-time-at-toptal-2662782366?refId=DyN2hD6J12x4BvQbRUbo4Q%3D%3D&trackingId=hcsz%2FIoRG1qxQawClYkc6A%3D%3D&position=13&pageNum=3&trk=public_jobs_jserp-result_search-card,"Information Technology and Services, Computer Software, and Internet","Employment type
Contract",Mid-Senior level,"Design your full-time freelance career as a developer with Toptal.  Freelance work is defining developer careers in exciting new ways. If you’re passionate about rapidly growing your career by working with leading Fortune 500 brands and innovative Silicon Valley startups, Toptal could be a great fit for your next career shift.  Toptal is an elite talent network made up of the world’s top 3% of developers, connecting the best and brightest freelancers with top organizations. Unlike a 9-to-5 job, you’ll choose your own schedule and work from anywhere. Jobs come to you, so you won’t bid for projects against other developers in a race to the bottom. Plus, Toptal takes care of all the overhead, empowering you to focus on successful engagements while getting paid on time, at the rate you decide, every time. Our sophisticated screening process makes sure you are provided with top clients without additional overhead. Joining the Toptal network also gives you access to technical training programs, mentors, and coaching programs, so you can connect with a global community of experts like you to expand your network and share peer-to-peer knowledge.  As a freelance developer, you can become a part of a community of experts in over 120 countries, working remotely on projects that meet your career ambitions.  That’s why the top 3% of developers choose Toptal. Developers in our elite network share:   If you’re interested in pursuing an engaging career working on full-time freelance jobs for exclusive clients, take the next step by clicking apply and filling out the short form to get started.  #RemoteJobSwift"
83,[REMOTE] Swift Developer – Full-time,Toptal,"Málaga, Andalusia, Spain",2021-07-27,https://es.linkedin.com/jobs/view/remote-swift-developer-%E2%80%93-full-time-at-toptal-2662779432?refId=DyN2hD6J12x4BvQbRUbo4Q%3D%3D&trackingId=r6OdAk6vE4%2FLVwAY5KiKZQ%3D%3D&position=14&pageNum=3&trk=public_jobs_jserp-result_search-card,"Information Technology and Services, Computer Software, and Internet","Employment type
Contract",Mid-Senior level,"Design your full-time freelance career as a developer with Toptal.  Freelance work is defining developer careers in exciting new ways. If you’re passionate about rapidly growing your career by working with leading Fortune 500 brands and innovative Silicon Valley startups, Toptal could be a great fit for your next career shift.  Toptal is an elite talent network made up of the world’s top 3% of developers, connecting the best and brightest freelancers with top organizations. Unlike a 9-to-5 job, you’ll choose your own schedule and work from anywhere. Jobs come to you, so you won’t bid for projects against other developers in a race to the bottom. Plus, Toptal takes care of all the overhead, empowering you to focus on successful engagements while getting paid on time, at the rate you decide, every time. Our sophisticated screening process makes sure you are provided with top clients without additional overhead. Joining the Toptal network also gives you access to technical training programs, mentors, and coaching programs, so you can connect with a global community of experts like you to expand your network and share peer-to-peer knowledge.  As a freelance developer, you can become a part of a community of experts in over 120 countries, working remotely on projects that meet your career ambitions.  That’s why the top 3% of developers choose Toptal. Developers in our elite network share:   If you’re interested in pursuing an engaging career working on full-time freelance jobs for exclusive clients, take the next step by clicking apply and filling out the short form to get started.  #RemoteJobSwift"
84,[REMOTE] Swift Developer – Full-time,Toptal,"Madrid, Community of Madrid, Spain",2021-07-27,https://es.linkedin.com/jobs/view/remote-swift-developer-%E2%80%93-full-time-at-toptal-2662770956?refId=DyN2hD6J12x4BvQbRUbo4Q%3D%3D&trackingId=q0DIQmiymNXLbG%2BLdqEBOg%3D%3D&position=15&pageNum=3&trk=public_jobs_jserp-result_search-card,,,,
85,"Data Engineer, BIC",Adevinta,"Barcelona, Catalonia, Spain",2021-07-27,https://es.linkedin.com/jobs/view/data-engineer-bic-at-adevinta-2659141901?refId=DyN2hD6J12x4BvQbRUbo4Q%3D%3D&trackingId=%2BmfBovOlzHxyzY0NZJ5d0w%3D%3D&position=16&pageNum=3&trk=public_jobs_jserp-result_search-card,Internet,"Employment type
Full-time",Mid-Senior level,"Company Description  We’re Adevinta, a global leader in digital marketplaces that reaches hundreds of millions of people each month through our household name brands across 16 countries. We’re all about matchmaking, and our sites help people find whatever they’re looking for in their local communities – whether it’s a car, an apartment, a sofa or a new job. Every connection made or item found makes a difference by creating a world where people share more and waste less.  As a global network of loved local brands, including marktplaats in the Netherlands, Mobile.de in Germany and leboncoin in France, our teams are there to make things better, safer and easier for the people who choose to visit and use our marketplaces every month.  Our brands are supported by global Tech Hubs in Paris, Barcelona and Amsterdam. Their goal is to develop common global products and innovation platforms which all of our brands can use. This means using cutting-edge technology to create highly scalable, customisable and secure products and components that free up development time and leverage our access to global data.  The Analytics Enablement team (named BIC), builds state-of-the-art data processing solutions for Adevinta, with an emphasis on volume, velocity, and privacy. We collect event data from our global marketplaces and provide them with low-latency (“realtime”) updates, visitor insights analysis, and targeted advertisement. We’re solving exciting problems at scale while keeping users’ privacy and data security in mind.    As part of the global Adevinta organisation, you will also have the opportunity to learn from and share knowledge with data scientists and engineers across Adevinta. We encourage a diverse, collaborative, and creative work environment, where you will develop and push for the state-of-the-art in big data processing at the same time as building reliable and highly scalable services.          Adevinta is an equal opportunity employer and value diversity in our company. We do not discriminate on the basis of race, religion, colour, national origin, gender, sexual orientation, age, marital status or disability status. If any of the above ticks your boxes, then why not Apply Now to find out more    The health of our employees is very important to us. Due to Covid-19 all of our employees currently have the option to work from home full-time or, depending on the local situation and government regulations, they may go into the office following all safety protocols. This means that our interviews are currently taking place virtually. We are reviewing the situation on a regular basis and want to ensure that we follow all governmental guidelines and put the health of our people first."
86,[REMOTE] Swift Developer – Full-time,Toptal,"Las Palmas de Gran Canaria, Canary Islands, Spain",2021-07-27,https://es.linkedin.com/jobs/view/remote-swift-developer-%E2%80%93-full-time-at-toptal-2662768566?refId=DyN2hD6J12x4BvQbRUbo4Q%3D%3D&trackingId=xb76bLj19pFvHfCcgngP%2BQ%3D%3D&position=17&pageNum=3&trk=public_jobs_jserp-result_search-card,"Information Technology and Services, Computer Software, and Internet","Employment type
Contract",Mid-Senior level,"Design your full-time freelance career as a developer with Toptal.  Freelance work is defining developer careers in exciting new ways. If you’re passionate about rapidly growing your career by working with leading Fortune 500 brands and innovative Silicon Valley startups, Toptal could be a great fit for your next career shift.  Toptal is an elite talent network made up of the world’s top 3% of developers, connecting the best and brightest freelancers with top organizations. Unlike a 9-to-5 job, you’ll choose your own schedule and work from anywhere. Jobs come to you, so you won’t bid for projects against other developers in a race to the bottom. Plus, Toptal takes care of all the overhead, empowering you to focus on successful engagements while getting paid on time, at the rate you decide, every time. Our sophisticated screening process makes sure you are provided with top clients without additional overhead. Joining the Toptal network also gives you access to technical training programs, mentors, and coaching programs, so you can connect with a global community of experts like you to expand your network and share peer-to-peer knowledge.  As a freelance developer, you can become a part of a community of experts in over 120 countries, working remotely on projects that meet your career ambitions.  That’s why the top 3% of developers choose Toptal. Developers in our elite network share:   If you’re interested in pursuing an engaging career working on full-time freelance jobs for exclusive clients, take the next step by clicking apply and filling out the short form to get started.  #RemoteJobSwift"
87,[REMOTE] Swift Developer – Full-time,Toptal,"Valencia, Valencian Community, Spain",2021-07-27,https://es.linkedin.com/jobs/view/remote-swift-developer-%E2%80%93-full-time-at-toptal-2662768378?refId=DyN2hD6J12x4BvQbRUbo4Q%3D%3D&trackingId=5wjZntFZi%2BrExmRJ1ibGJA%3D%3D&position=18&pageNum=3&trk=public_jobs_jserp-result_search-card,"Information Technology and Services, Computer Software, and Internet","Employment type
Contract",Mid-Senior level,"Design your full-time freelance career as a developer with Toptal.  Freelance work is defining developer careers in exciting new ways. If you’re passionate about rapidly growing your career by working with leading Fortune 500 brands and innovative Silicon Valley startups, Toptal could be a great fit for your next career shift.  Toptal is an elite talent network made up of the world’s top 3% of developers, connecting the best and brightest freelancers with top organizations. Unlike a 9-to-5 job, you’ll choose your own schedule and work from anywhere. Jobs come to you, so you won’t bid for projects against other developers in a race to the bottom. Plus, Toptal takes care of all the overhead, empowering you to focus on successful engagements while getting paid on time, at the rate you decide, every time. Our sophisticated screening process makes sure you are provided with top clients without additional overhead. Joining the Toptal network also gives you access to technical training programs, mentors, and coaching programs, so you can connect with a global community of experts like you to expand your network and share peer-to-peer knowledge.  As a freelance developer, you can become a part of a community of experts in over 120 countries, working remotely on projects that meet your career ambitions.  That’s why the top 3% of developers choose Toptal. Developers in our elite network share:   If you’re interested in pursuing an engaging career working on full-time freelance jobs for exclusive clients, take the next step by clicking apply and filling out the short form to get started.  #RemoteJobSwift"
88,[REMOTE] Swift Developer – Full-time,Toptal,"Jerez de la Frontera, Andalusia, Spain",2021-07-27,https://es.linkedin.com/jobs/view/remote-swift-developer-%E2%80%93-full-time-at-toptal-2662768266?refId=DyN2hD6J12x4BvQbRUbo4Q%3D%3D&trackingId=G%2BWzc5olnW%2BlkZUIgU0Z%2Fg%3D%3D&position=19&pageNum=3&trk=public_jobs_jserp-result_search-card,"Information Technology and Services, Computer Software, and Internet","Employment type
Contract",Mid-Senior level,"Design your full-time freelance career as a developer with Toptal.  Freelance work is defining developer careers in exciting new ways. If you’re passionate about rapidly growing your career by working with leading Fortune 500 brands and innovative Silicon Valley startups, Toptal could be a great fit for your next career shift.  Toptal is an elite talent network made up of the world’s top 3% of developers, connecting the best and brightest freelancers with top organizations. Unlike a 9-to-5 job, you’ll choose your own schedule and work from anywhere. Jobs come to you, so you won’t bid for projects against other developers in a race to the bottom. Plus, Toptal takes care of all the overhead, empowering you to focus on successful engagements while getting paid on time, at the rate you decide, every time. Our sophisticated screening process makes sure you are provided with top clients without additional overhead. Joining the Toptal network also gives you access to technical training programs, mentors, and coaching programs, so you can connect with a global community of experts like you to expand your network and share peer-to-peer knowledge.  As a freelance developer, you can become a part of a community of experts in over 120 countries, working remotely on projects that meet your career ambitions.  That’s why the top 3% of developers choose Toptal. Developers in our elite network share:   If you’re interested in pursuing an engaging career working on full-time freelance jobs for exclusive clients, take the next step by clicking apply and filling out the short form to get started.  #RemoteJobSwift"
89,[REMOTE] Swift Developer – Full-time,Toptal,"Valladolid, Castilla and Leon, Spain",2021-07-27,https://es.linkedin.com/jobs/view/remote-swift-developer-%E2%80%93-full-time-at-toptal-2662766370?refId=DyN2hD6J12x4BvQbRUbo4Q%3D%3D&trackingId=%2FbBxbJ2Xv330Mzh3zCEUjw%3D%3D&position=20&pageNum=3&trk=public_jobs_jserp-result_search-card,"Information Technology and Services, Computer Software, and Internet","Employment type
Contract",Mid-Senior level,"Design your full-time freelance career as a developer with Toptal.  Freelance work is defining developer careers in exciting new ways. If you’re passionate about rapidly growing your career by working with leading Fortune 500 brands and innovative Silicon Valley startups, Toptal could be a great fit for your next career shift.  Toptal is an elite talent network made up of the world’s top 3% of developers, connecting the best and brightest freelancers with top organizations. Unlike a 9-to-5 job, you’ll choose your own schedule and work from anywhere. Jobs come to you, so you won’t bid for projects against other developers in a race to the bottom. Plus, Toptal takes care of all the overhead, empowering you to focus on successful engagements while getting paid on time, at the rate you decide, every time. Our sophisticated screening process makes sure you are provided with top clients without additional overhead. Joining the Toptal network also gives you access to technical training programs, mentors, and coaching programs, so you can connect with a global community of experts like you to expand your network and share peer-to-peer knowledge.  As a freelance developer, you can become a part of a community of experts in over 120 countries, working remotely on projects that meet your career ambitions.  That’s why the top 3% of developers choose Toptal. Developers in our elite network share:   If you’re interested in pursuing an engaging career working on full-time freelance jobs for exclusive clients, take the next step by clicking apply and filling out the short form to get started.  #RemoteJobSwift"
90,[REMOTE] Swift Developer – Full-time,Toptal,"Vigo, Galicia, Spain",2021-07-27,https://es.linkedin.com/jobs/view/remote-swift-developer-%E2%80%93-full-time-at-toptal-2662762723?refId=DyN2hD6J12x4BvQbRUbo4Q%3D%3D&trackingId=eaIFJX63HqDAsFVeEu7WKQ%3D%3D&position=21&pageNum=3&trk=public_jobs_jserp-result_search-card,"Information Technology and Services, Computer Software, and Internet","Employment type
Contract",Mid-Senior level,"Design your full-time freelance career as a developer with Toptal.  Freelance work is defining developer careers in exciting new ways. If you’re passionate about rapidly growing your career by working with leading Fortune 500 brands and innovative Silicon Valley startups, Toptal could be a great fit for your next career shift.  Toptal is an elite talent network made up of the world’s top 3% of developers, connecting the best and brightest freelancers with top organizations. Unlike a 9-to-5 job, you’ll choose your own schedule and work from anywhere. Jobs come to you, so you won’t bid for projects against other developers in a race to the bottom. Plus, Toptal takes care of all the overhead, empowering you to focus on successful engagements while getting paid on time, at the rate you decide, every time. Our sophisticated screening process makes sure you are provided with top clients without additional overhead. Joining the Toptal network also gives you access to technical training programs, mentors, and coaching programs, so you can connect with a global community of experts like you to expand your network and share peer-to-peer knowledge.  As a freelance developer, you can become a part of a community of experts in over 120 countries, working remotely on projects that meet your career ambitions.  That’s why the top 3% of developers choose Toptal. Developers in our elite network share:   If you’re interested in pursuing an engaging career working on full-time freelance jobs for exclusive clients, take the next step by clicking apply and filling out the short form to get started.  #RemoteJobSwift"
91,[REMOTE] Swift Developer – Full-time,Toptal,"Santa Cruz de Tenerife, Canary Islands, Spain",2021-07-27,https://es.linkedin.com/jobs/view/remote-swift-developer-%E2%80%93-full-time-at-toptal-2662768122?refId=DyN2hD6J12x4BvQbRUbo4Q%3D%3D&trackingId=YkiDgQZWCbmj4FjQb3SZ%2Bg%3D%3D&position=22&pageNum=3&trk=public_jobs_jserp-result_search-card,"Information Technology and Services, Computer Software, and Internet","Employment type
Contract",Mid-Senior level,"Design your full-time freelance career as a developer with Toptal.  Freelance work is defining developer careers in exciting new ways. If you’re passionate about rapidly growing your career by working with leading Fortune 500 brands and innovative Silicon Valley startups, Toptal could be a great fit for your next career shift.  Toptal is an elite talent network made up of the world’s top 3% of developers, connecting the best and brightest freelancers with top organizations. Unlike a 9-to-5 job, you’ll choose your own schedule and work from anywhere. Jobs come to you, so you won’t bid for projects against other developers in a race to the bottom. Plus, Toptal takes care of all the overhead, empowering you to focus on successful engagements while getting paid on time, at the rate you decide, every time. Our sophisticated screening process makes sure you are provided with top clients without additional overhead. Joining the Toptal network also gives you access to technical training programs, mentors, and coaching programs, so you can connect with a global community of experts like you to expand your network and share peer-to-peer knowledge.  As a freelance developer, you can become a part of a community of experts in over 120 countries, working remotely on projects that meet your career ambitions.  That’s why the top 3% of developers choose Toptal. Developers in our elite network share:   If you’re interested in pursuing an engaging career working on full-time freelance jobs for exclusive clients, take the next step by clicking apply and filling out the short form to get started.  #RemoteJobSwift"
92,[REMOTE] Swift Developer – Full-time,Toptal,"Sabadell, Catalonia, Spain",2021-07-27,https://es.linkedin.com/jobs/view/remote-swift-developer-%E2%80%93-full-time-at-toptal-2662767184?refId=DyN2hD6J12x4BvQbRUbo4Q%3D%3D&trackingId=hiAGlDNJvhSUih7rYuY%2BCQ%3D%3D&position=23&pageNum=3&trk=public_jobs_jserp-result_search-card,"Information Technology and Services, Computer Software, and Internet","Employment type
Contract",Mid-Senior level,"Design your full-time freelance career as a developer with Toptal.  Freelance work is defining developer careers in exciting new ways. If you’re passionate about rapidly growing your career by working with leading Fortune 500 brands and innovative Silicon Valley startups, Toptal could be a great fit for your next career shift.  Toptal is an elite talent network made up of the world’s top 3% of developers, connecting the best and brightest freelancers with top organizations. Unlike a 9-to-5 job, you’ll choose your own schedule and work from anywhere. Jobs come to you, so you won’t bid for projects against other developers in a race to the bottom. Plus, Toptal takes care of all the overhead, empowering you to focus on successful engagements while getting paid on time, at the rate you decide, every time. Our sophisticated screening process makes sure you are provided with top clients without additional overhead. Joining the Toptal network also gives you access to technical training programs, mentors, and coaching programs, so you can connect with a global community of experts like you to expand your network and share peer-to-peer knowledge.  As a freelance developer, you can become a part of a community of experts in over 120 countries, working remotely on projects that meet your career ambitions.  That’s why the top 3% of developers choose Toptal. Developers in our elite network share:   If you’re interested in pursuing an engaging career working on full-time freelance jobs for exclusive clients, take the next step by clicking apply and filling out the short form to get started.  #RemoteJobSwift"
93,[REMOTE] Swift Developer – Full-time,Toptal,"Bilbao-Bilbo, Basque Country, Spain",2021-07-27,https://es.linkedin.com/jobs/view/remote-swift-developer-%E2%80%93-full-time-at-toptal-2662767156?refId=DyN2hD6J12x4BvQbRUbo4Q%3D%3D&trackingId=OwbDwo7GZhTRW1SLu%2FSQ3g%3D%3D&position=24&pageNum=3&trk=public_jobs_jserp-result_search-card,"Information Technology and Services, Computer Software, and Internet","Employment type
Contract",Mid-Senior level,"Design your full-time freelance career as a developer with Toptal.  Freelance work is defining developer careers in exciting new ways. If you’re passionate about rapidly growing your career by working with leading Fortune 500 brands and innovative Silicon Valley startups, Toptal could be a great fit for your next career shift.  Toptal is an elite talent network made up of the world’s top 3% of developers, connecting the best and brightest freelancers with top organizations. Unlike a 9-to-5 job, you’ll choose your own schedule and work from anywhere. Jobs come to you, so you won’t bid for projects against other developers in a race to the bottom. Plus, Toptal takes care of all the overhead, empowering you to focus on successful engagements while getting paid on time, at the rate you decide, every time. Our sophisticated screening process makes sure you are provided with top clients without additional overhead. Joining the Toptal network also gives you access to technical training programs, mentors, and coaching programs, so you can connect with a global community of experts like you to expand your network and share peer-to-peer knowledge.  As a freelance developer, you can become a part of a community of experts in over 120 countries, working remotely on projects that meet your career ambitions.  That’s why the top 3% of developers choose Toptal. Developers in our elite network share:   If you’re interested in pursuing an engaging career working on full-time freelance jobs for exclusive clients, take the next step by clicking apply and filling out the short form to get started.  #RemoteJobSwift"
94,[REMOTE] Swift Developer – Full-time,Toptal,"Oviedo, Principality of Asturias, Spain",2021-07-27,https://es.linkedin.com/jobs/view/remote-swift-developer-%E2%80%93-full-time-at-toptal-2662768046?refId=DyN2hD6J12x4BvQbRUbo4Q%3D%3D&trackingId=Qoi8A1GHjn4tP6V2WBoTLQ%3D%3D&position=25&pageNum=3&trk=public_jobs_jserp-result_search-card,"Information Technology and Services, Computer Software, and Internet","Employment type
Contract",Mid-Senior level,"Design your full-time freelance career as a developer with Toptal.  Freelance work is defining developer careers in exciting new ways. If you’re passionate about rapidly growing your career by working with leading Fortune 500 brands and innovative Silicon Valley startups, Toptal could be a great fit for your next career shift.  Toptal is an elite talent network made up of the world’s top 3% of developers, connecting the best and brightest freelancers with top organizations. Unlike a 9-to-5 job, you’ll choose your own schedule and work from anywhere. Jobs come to you, so you won’t bid for projects against other developers in a race to the bottom. Plus, Toptal takes care of all the overhead, empowering you to focus on successful engagements while getting paid on time, at the rate you decide, every time. Our sophisticated screening process makes sure you are provided with top clients without additional overhead. Joining the Toptal network also gives you access to technical training programs, mentors, and coaching programs, so you can connect with a global community of experts like you to expand your network and share peer-to-peer knowledge.  As a freelance developer, you can become a part of a community of experts in over 120 countries, working remotely on projects that meet your career ambitions.  That’s why the top 3% of developers choose Toptal. Developers in our elite network share:   If you’re interested in pursuing an engaging career working on full-time freelance jobs for exclusive clients, take the next step by clicking apply and filling out the short form to get started.  #RemoteJobSwift"
95,[REMOTE] Swift Developer – Full-time,Toptal,Greater Mataró Metropolitan Area,2021-07-27,https://es.linkedin.com/jobs/view/remote-swift-developer-%E2%80%93-full-time-at-toptal-2662761798?refId=UJ8jbt1xCxrHYAG9G4u0SA%3D%3D&trackingId=%2BSgZonPIh2Bb2QYW1AmDyQ%3D%3D&position=1&pageNum=4&trk=public_jobs_jserp-result_search-card,"Information Technology and Services, Computer Software, and Internet","Employment type
Contract",Mid-Senior level,"Design your full-time freelance career as a developer with Toptal.  Freelance work is defining developer careers in exciting new ways. If you’re passionate about rapidly growing your career by working with leading Fortune 500 brands and innovative Silicon Valley startups, Toptal could be a great fit for your next career shift.  Toptal is an elite talent network made up of the world’s top 3% of developers, connecting the best and brightest freelancers with top organizations. Unlike a 9-to-5 job, you’ll choose your own schedule and work from anywhere. Jobs come to you, so you won’t bid for projects against other developers in a race to the bottom. Plus, Toptal takes care of all the overhead, empowering you to focus on successful engagements while getting paid on time, at the rate you decide, every time. Our sophisticated screening process makes sure you are provided with top clients without additional overhead. Joining the Toptal network also gives you access to technical training programs, mentors, and coaching programs, so you can connect with a global community of experts like you to expand your network and share peer-to-peer knowledge.  As a freelance developer, you can become a part of a community of experts in over 120 countries, working remotely on projects that meet your career ambitions.  That’s why the top 3% of developers choose Toptal. Developers in our elite network share:   If you’re interested in pursuing an engaging career working on full-time freelance jobs for exclusive clients, take the next step by clicking apply and filling out the short form to get started.  #RemoteJobSwift"
