Job Title,Company Name,Location,Date Scraped,Job URL,Job Industry,Job Type,Job Seniority,Job Description,
70,Software Developer,TRAction Fintech,"Sydney, New South Wales, Australia",2021-07-29,https://au.linkedin.com/jobs/view/software-developer-at-traction-fintech-2665221808?refId=jjTf6Ru7upHyyJdpRqLlzQ%3D%3D&trackingId=rlsCdlkXGuGglU43VxATEQ%3D%3D&position=25&pageNum=2&trk=public_jobs_jserp-result_search-card,NA,NA,NA,"*This role is remote with the ability to work from anywhere.  About Us TRAction Fintech is a small startup company with a software and service solution to provide for hedge funds and derivatives brokers who report their daily trades to the FCA, ASIC, ESMA or other global regulators."
71,Product/UX Designer,nib Group,"Sydney, New South Wales, Australia",2021-07-29,https://au.linkedin.com/jobs/view/product-ux-designer-at-nib-group-2658893035?refId=JTL4g5l%2FDXKaBm%2FdFYefGg%3D%3D&trackingId=5NGq%2BMCU4m7L9YID73%2FIIA%3D%3D&position=1&pageNum=3&trk=public_jobs_jserp-result_search-card,Financial Services and Insurance,"Employment type
Full-time",Not Applicable,"The nib Group has a mission and vision of people enjoying better health. Through our success, we aspire to more prosperous and sustainable communities, not only the creation of enterprise value.    We believe that extraordinary people do extraordinary things. Extraordinary comes in different perspectives and experiences. We’re looking for people who want to be a part of a team that has the appetite and ambition to be different. We’re committed to an environment where everyone has the autonomy and freedom to be their best selves, every day."
72,Data Engineer,The Nudge Group,"Sydney, New South Wales, Australia",2021-07-29,https://au.linkedin.com/jobs/view/data-engineer-at-the-nudge-group-2658889224?refId=JTL4g5l%2FDXKaBm%2FdFYefGg%3D%3D&trackingId=rvKa58wLeip9NIVguNDR5A%3D%3D&position=2&pageNum=3&trk=public_jobs_jserp-result_search-card,Staffing and Recruiting,"Employment type
Full-time",Mid-Senior level,"POSITION SUMMARY This position is responsible for developing and optimising the performance and integrity of databases, interpreting raw data into business useable format to support data analytics that drives our success, as we work to understand small businesses better than any other lenders. We use our industry-dominating proprietary data to conduct innovative, out-of-box thinking and quantitative analysis which drives customer management strategies, product features and customer retention."
73,Technical Business Analyst,M&T Resources,"Sydney, New South Wales, Australia",2021-07-29,https://au.linkedin.com/jobs/view/technical-business-analyst-at-m-t-resources-2658887291?refId=JTL4g5l%2FDXKaBm%2FdFYefGg%3D%3D&trackingId=0visqwAmDkTB7H8iVWt2oQ%3D%3D&position=3&pageNum=3&trk=public_jobs_jserp-result_search-card,Banking and Financial Services,"Employment type
Contract",Mid-Senior level,"Technical Business Analyst  Join a Leading Financial Services organisation on their Infrastructure Transformation Program to enhance the delivery of network services, with scalable network architecture allowing better utilization of assets, and deploy business solutions more rapidly to meet evolving business needs."
74,Software Engineer,Volt Bank,"Sydney, New South Wales, Australia",2021-07-29,https://au.linkedin.com/jobs/view/software-engineer-at-volt-bank-2658885345?refId=JTL4g5l%2FDXKaBm%2FdFYefGg%3D%3D&trackingId=c6BSxYAHo57GWpzaY1ymkw%3D%3D&position=4&pageNum=3&trk=public_jobs_jserp-result_search-card,Banking,"Employment type
Full-time",Mid-Senior level,"Software Engineer  As a Software Engineer at volt, you will be using your technical ability and passion to work with your team in building world-class solutions. You'll be a key part of a small, dedicated team whose focus is to deliver real value to our customers. You'll solve technical problems at the highest level and although remaining mostly hands on with coding you will ensure that your team has all the knowledge, skills and processes in place to deliver to product and technical roadmaps."
75,"Manager, Simplification Transformation, Group Finance 12 Month FTC",Westpac Group,"Sydney, New South Wales, Australia",2021-07-29,https://au.linkedin.com/jobs/view/manager-simplification-transformation-group-finance-12-month-ftc-at-westpac-group-2659549216?refId=JTL4g5l%2FDXKaBm%2FdFYefGg%3D%3D&trackingId=U%2F5nN7wlVgwpPcRShSHgrw%3D%3D&position=5&pageNum=3&trk=public_jobs_jserp-result_search-card,"Banking, Financial Services, and Investment Banking","Employment type
Full-time",Not Applicable," Westpac Group is made up of Australia’s most recognised financial services brands, including Westpac, St George, Bank of Melbourne, BankSA, BT Financial Group and RAMS. When you join Westpac Group you’ll become part of one team striving to reach our vision to be one of the world’s greatest companies. We support and encourage career growth whilst offering access to award-winning development programs, and work flexibility.    The Group Finance Transformation team aims to improve processes and solutions for the Westpac Finance Business Unit. A key part of the Group Finance team, the program provides strategic guidance to Finance leadership in the areas of reporting and analytics, simplification, and automation.  This role will work to identify and deliver opportunities to simplify and improve processes, systems, reporting through the Westpac Finance business unit. You will understand the strategic plan for Finance, and leverage your experience to investigate existing capabilities and uplift key areas to improve overall Finance execution.  This role is an opportunity for an experienced individual to advance their career taking a key influencing position in Finance projects and processes and developing your management skills.             You will build your profile internally with senior stakeholders and be part of the future of a business that has been around for 200 years. You'll be working for an organisation that supports development, internal careers moves and flexible working. Along with a competitive salary, you'll receive Westpac's generous benefits and a whole array of customer discounts.    Start here. Just click the APPLY button.  As part of our commitment to creating a diverse and inclusive workplace, this role is open to experienced candidates seeking a discussion around workplace flexibility. We invite candidates of all ages, people with a disability and Indigenous Australians to apply.  Our people are our highest priority and we are committed to placing our redeployees in available roles before we review other applicants."
76,Big Data Platform & Quality Analyst,Equifax,"North Sydney, New South Wales, Australia",2021-07-29,https://au.linkedin.com/jobs/view/big-data-platform-quality-analyst-at-equifax-2662622401?refId=JTL4g5l%2FDXKaBm%2FdFYefGg%3D%3D&trackingId=DQhG4WbWNV0QxBfFBbIgFA%3D%3D&position=6&pageNum=3&trk=public_jobs_jserp-result_search-card,"Information Technology and Services, Computer Software, and Financial Services","Employment type
Full-time",Mid-Senior level,"Who is Equifax? Equifax is a leading global data, analytic and technology company, supporting customers across 24 countries. We have been serving the Australian and New Zealand markets for over 60 years. Through continuously adapting to our environment, not only have we remained a market leader, we drive and challenge ourselves to do better to help our customers live their financial best.   AUS-Sydney-100-Arthur AUS-Melbourne   Function - Tech Dev and Client Services   Full time"
77,Senior Business Analyst,Westpac Group,"Sydney, New South Wales, Australia",2021-07-29,https://au.linkedin.com/jobs/view/senior-business-analyst-at-westpac-group-2659544796?refId=JTL4g5l%2FDXKaBm%2FdFYefGg%3D%3D&trackingId=oIDPPyXNurrmnQ8IffaOwg%3D%3D&position=7&pageNum=3&trk=public_jobs_jserp-result_search-card,"Banking, Financial Services, and Investment Banking","Employment type
Full-time",Not Applicable," How will I help?  The purpose of Business Bank at Westpac is to support one of Australia’s most important assets – its businesses. We’re here to make Australian businesses stronger. Now more than ever Australian businesses look to people who understand how a business can bank on the future. Sitting within Program Delivery & Optimisation as a Senior Business Analyst, you play an important role in our Business Bank Transformation, delivering market leading capabilities in the strategic and practical programmes of work.  You will be responsible for:    Better banking cannot be delivered without the right people. We understand that your satisfaction in what you do leads to our customers' satisfaction. We will support and actively encourage your career development and growth and provide you with a broad range of benefits.  When you join Westpac, you’ll become part of the broader Westpac Group family of brands; one team striving to reach our vision to be one of the world’s greatest companies. We are an equal opportunity employer and encourage applications from men and women of all ages, including people with a disability and Indigenous Australians.      We aim to provide one big, supportive team to help us reach our vision to become one of the world’s great service companies. As an equal opportunity employer, we’re proud to have created a culture and work environment that values diversity and flexibility – and champions inclusion.  At Westpac, we care about each other, and we care about our customers. This is a chance to be part of all that - to know you're with a strong team that takes pride in the products and services we offer.  We are passionate about making sure we have the right people in the right roles. We recognise the value that diversity of thought brings to our people, customers and business outcomes and we are committed to building a diverse workforce that fosters and encourages this, including providing flexible work options.  The health and wellbeing of our employees is our priority, and we will ensure that physical distancing requirements are met in all our workplaces as long as required."
78,Clinical Business Analyst,I work for NSW,"Sydney, New South Wales, Australia",2021-07-29,https://au.linkedin.com/jobs/view/clinical-business-analyst-at-i-work-for-nsw-2662615838?refId=JTL4g5l%2FDXKaBm%2FdFYefGg%3D%3D&trackingId=THlNi81o4HDWEQ%2BuRyWTiA%3D%3D&position=8&pageNum=3&trk=public_jobs_jserp-result_search-card,Government Administration,"Employment type
Full-time",Not Applicable,"Employment Type: Temporary Full Time (Up to 30/06/2022)  Position Classification: Senior Analyst  Remuneration: $51.24 - $59.70 per hour  : 38  : REQ248876    Western Sydney Local Health District (WSLHD) is responsible for providing primary and secondary health care for people living in the Auburn, Blacktown, and The Hills Shire, Holroyd and Parramatta Local Government Areas (LGAs) and tertiary care to residents of the Greater Western Region. We are committed to our vision of 'better health services for the people of western Sydney and beyond' and to the delivery of health care or related services in line with our core values of collaboration, openness, respect and empowerment.    The purpose of the Senior Clinical Analyst is to provide the Westmead Health Precinct Redevelopment and projects within the Digital Health clinical program and projects with clinical and business expertise to integrate new solutions into effective and efficient business practices.  This role ensures the change activities support delivery of a sustainable solution that maintains patient safety and supports best practice quality clinical outcomes.  People with disabilities who meet the selection criteria are encouraged to apply; and where required, WSLHD will implement reasonable adjustment consistent with industry standard.  Stepping Up aims to assist Aboriginal job applicants by providing information about applying for roles in NSW Health organisations. For more information, please visit: http://www.steppingup.health.nsw.gov.au/ Aboriginal and/or Torres Strait Islander people are encouraged to apply.  A person who is not an Australian citizen or a permanent resident is only eligible for temporary employment for a period not longer than the duration of their current visa or a period not shorter than the duration of the advertised position.    Need more information?  For role related queries or questions contact Alan Hamdan on 0413 715 458 or alan.hamdan@health.nsw.gov.au    Agency: Health"
79,SESLHD - Senior Analyst - Electronic Patient Record,I work for NSW,"Sydney, New South Wales, Australia",2021-07-29,https://au.linkedin.com/jobs/view/seslhd-senior-analyst-electronic-patient-record-at-i-work-for-nsw-2662617623?refId=JTL4g5l%2FDXKaBm%2FdFYefGg%3D%3D&trackingId=Ye3W4TX%2Fc%2Bu6V%2F4JHpCTog%3D%3D&position=9&pageNum=3&trk=public_jobs_jserp-result_search-card,Government Administration,"Employment type
Full-time",Not Applicable,"Employment Type: Temporary Full Time until March, 2022  Position Classification: Health Mgr Lvl 3  Remuneration: $114076.21 - $130046.97 per annum  : 38  : REQ246625    The vision for South Eastern Sydney Local Health District (SESLHD) is . SESLHD is committed to enabling our community to be healthy and well, and to providing the best possible compassionate care when people need it.  The Senior Analyst will be responsible for providing Electronic Patient Record application support to a diverse range of stakeholders across a large geographical area.  The Senior Analyst will primarily be responsible for providing support for the PowerChart and Core components of the Cerner electronic medical record (eMR) for the RISPACS project.  The role will also incorporate design, development and project activities across all applications to meet LHD and State strategic activities.          Need more information?  For role related queries or questions contact Wendy Cotter on Wendy.Cotter@health.nsw.gov.au    Agency: Health"
80,Senior Analyst - BI & Commercial Performance,Scentre Group (Owner and Operator of Westfield in Aus and NZ),"Sydney, New South Wales, Australia",2021-07-29,https://au.linkedin.com/jobs/view/senior-analyst-bi-commercial-performance-at-scentre-group-owner-and-operator-of-westfield-in-aus-and-nz-2659551339?refId=JTL4g5l%2FDXKaBm%2FdFYefGg%3D%3D&trackingId=YhoIs%2BlPG0Ocgh3xqi7nvg%3D%3D&position=10&pageNum=3&trk=public_jobs_jserp-result_search-card,"Marketing and Advertising, Retail, and Financial Services","Employment type
Full-time",Associate,"Our Story  Scentre Group is the owner and operator of 42 Westfield living centres in Australia and New Zealand; partnering with the world’s leading retail and luxury brands to create a unique shopping and leisure experience for our customers. A career with us fosters the chance to be a part of a company that is transforming the digital and physical retail space.  Every day, our people play a vital role in our purpose to ‘ create extraordinary places, connecting and enriching communities.’    This is an exciting 12mth FTC role where you will be reporting to the Manager - Business Intelligence and assist in the development, delivery, evolution and maintenance of an effective BI & Analytics capability across various customer solutions business streams (including Parking, Gift Card and storerooms) to deliver timely and meaningful performance/strategic insights to Business Stream management in Support Office and Centres.         Our diverse and inclusive workforce is not only something we’re proud of, but something we’re committed to. We encourage and support our people to bring their ‘whole selves’ to work every day. This is because we believe all our differences contribute to our success and ensures a workforce that reflects the customers we serve. Our commitment is backed by executive and employee-led working groups including All Abilities, LGBTI, Mental Health & Wellness and Gender Equity alongside other initiatives such as our Reconciliation Action Plan to grow our Aboriginal and Torres Strait Islander workforce.  If this sounds like you, apply today to make extraordinary happen! Should you have any questions, or want to discuss the role further, please reach out to Olivia Stojcevski, Talent Acquisition Business Partner, on 02 9358 7641."
81,Mulesoft Developer,ASG Group,"Sydney, New South Wales, Australia",2021-07-29,https://au.linkedin.com/jobs/view/mulesoft-developer-at-asg-group-2658879706?refId=JTL4g5l%2FDXKaBm%2FdFYefGg%3D%3D&trackingId=5HiVGS0EUCwe7jKQBFkaGw%3D%3D&position=11&pageNum=3&trk=public_jobs_jserp-result_search-card,Information Technology and Services,"Employment type
Full-time",Mid-Senior level,"As the genuine alternative to global digital transformation players, working with ASG offers variety, transparency, and the opportunity to play a role in supporting the success of some of Australia’s largest brands and government agencies.  We are more than an IT company. We’re a team of innovators, strategic thinkers, and problem solvers, united by our values of Accountability, Initiative and Grit."
82,Business Analyst,NSW Health Pathology,"Lidcombe, New South Wales, Australia",2021-07-29,https://au.linkedin.com/jobs/view/business-analyst-at-nsw-health-pathology-2658876684?refId=JTL4g5l%2FDXKaBm%2FdFYefGg%3D%3D&trackingId=A%2FP5upVT72dSOuW3zFxyFw%3D%3D&position=12&pageNum=3&trk=public_jobs_jserp-result_search-card,"Government Administration, Health, Wellness and Fitness, and Hospital & Health Care","Employment type
Full-time",Associate,": Temporary Full Time - up to 5 years Position Classification: Health Manager Level 2 Remuneration: $98,105.44 - $116,361.04 per annum plus superannuation Hours Per Week: 38 Requisition ID: REQ245968 Lidcombe 8 August 2021 – 11.59pm    An exciting opportunity exists for a Business Analyst, ideally with Microsoft Dynamics 365 experience to join the Forensic & Analytical Science Services (FASS), Information Communications Technology Team for a period of up to 5 years.  Forensic & Analytical Science Service (FASS) specialises in providing independent and objective forensic analysis to the criminal and coronial justice systems, as well as quality scientific analysis that contributes to community health and safety. Our services include illicit drug analysis, forensic and drug toxicology, chemical criminalistics, forensic biology and DNA, forensic medicine, environmental toxicology, and environmental microbiology.  Being part of NSW Health Pathology means you’re helping create better health and justice systems every day. We operate more than 60 laboratories and around 200 collection centres across NSW and conduct over 60 million tests per annum. Our network of pathologists are supported by scientists, technicians and support staff who quickly and accurately assess samples so clinical teams can make the best possible treatment decisions for patients. We encourage our staff to be involved in research and innovation opportunities to help create safer, healthier communities.       The Business Analyst is responsible for the effective provisioning of relevant and accurate analysis of current and proposed information systems, projects, policies and procedures, supporting the delivery of services and projects within the Forensic and Analytical Science Service (FASS).The Business Analyst will work closely with the business leads initially with our Forensic Medicine Department to deliver a state wide Forensic Medicine Information System.       For role related queries or questions contact Leanne Chapman on Leanne.Chapman@health.nsw.gov.au   The preferred candidate may be required to undergo a functional assessment prior to appointment.   If the selection panel identifies more than one suitable candidate for the role, an eligibility list will be created for future temporary and casual vacancies.   NSW Health Pathology is an equal opportunity employer committed to creating an inclusive workplace. We seek to recruit from diverse applicants and create teams with skills, perspectives and experiences that complement each other at work. We welcome suitably qualified applicants regardless of age, ethnicity, socio-cultural background, disability, sexual orientation or gender identity."
83,Software Engineer,Nuix,"Sydney, New South Wales, Australia",2021-07-29,https://au.linkedin.com/jobs/view/software-engineer-at-nuix-2658872926?refId=JTL4g5l%2FDXKaBm%2FdFYefGg%3D%3D&trackingId=%2BJd5ZfFe9LUwZsDNxXsA8Q%3D%3D&position=13&pageNum=3&trk=public_jobs_jserp-result_search-card,"Computer Software, Computer & Network Security, and Security and Investigations","Employment type
Full-time",Mid-Senior level,"Nuix creates innovative software that empowers organisations to simply and quickly find the truth from any data in a digital world. We are a passionate and talented team, delighting our customers with software that transforms data into actionable intelligence."
84,Mulesoft Developer,Talentplicity Consulting,"Sydney, New South Wales, Australia",2021-07-29,https://au.linkedin.com/jobs/view/mulesoft-developer-at-talentplicity-consulting-2665194851?refId=JTL4g5l%2FDXKaBm%2FdFYefGg%3D%3D&trackingId=CbKKP5x52JokiTa%2FuBH67w%3D%3D&position=14&pageNum=3&trk=public_jobs_jserp-result_search-card,Information Technology and Services,"Employment type
Full-time",Not Applicable,"About us: Our name comes from a combination of two words: Talent and Simplicity. Originally starting our operations in Melbourne back in 2018, Talentplicity Consulting now has offices in Melbourne and Sydney, catering to its clients across Australia, in every state and territory."
85,DevOps Engineer - Senior Analyst,Deloitte Australia,"Sydney, New South Wales, Australia",2021-07-29,https://au.linkedin.com/jobs/view/devops-engineer-senior-analyst-at-deloitte-australia-2658871438?refId=JTL4g5l%2FDXKaBm%2FdFYefGg%3D%3D&trackingId=AKXSJj6lxsYayTYuTSNvDg%3D%3D&position=15&pageNum=3&trk=public_jobs_jserp-result_search-card,"Information Technology and Services, Computer Software, and Financial Services","Employment type
Full-time",Associate,"Description: Flexible Working Arrangements – work in a way that suits you best Buy and sell leave – purchase up to 6 weeks of extra annual leave Reimbursements for professional developments    Our Senior DevOps Engineers manage the design work through to implementation, are strong problem solvers and provide solution concepts. You will be creating cyber-focused Splunk dashboards. As well as designing and validating data on-boarding.  Your will also be expected to:     Deloitte is expanding its Splunk Practice globally and our team in AU is a leader around innovation and creating business solutions. We thrive on innovation, DevOps and automation, have access to some the coolest projects, including Splunk in Space! Join the team and help to revolutionising data analytics across globe and expand your career as part of our Splunk Practice.  Enough about us, let’s talk about you. You are someone with:    At Deloitte, we create positively differentiated work experiences that enable our people to feel valued and achieve their full potential. We value difference, and embrace people with diverse backgrounds and thinking styles. Knowing that people work best in a variety of ways, we are happy to discuss alternative arrangements if the working pattern you are looking for is not specifically indicated.  Next Steps Sound like the sort of role for you? Apply now. If you have any questions or wish to have a private conversation about this role, contact Catherine Longbotttom from the Talent Acquisition team. We would love to hear from you!  By applying to this job, you will be assessed against the Deloitte Global Talent Standards. We have designed these standards to provide our clients and candidates with a consistent & exceptional Deloitte experience globally.  #RA/FA  By applying to this job, you will be assessed against the Deloitte Global Talent Standards. We’ve designed these standards to provide our clients with a consistent and exceptional Deloitte employee experience globally.  At Deloitte, we know we’re at our best when we look out for one another; prioritise respect, fairness, development and wellbeing; foster an inclusive culture and embrace diversity in all forms. All qualified applicants will receive consideration for employment regardless of their background, experience, identity, ability or thinking style, and if you need assistance or an accommodation during the application process for accessibility reasons this is available upon request.  The preferred candidate will be subject to background screening by Deloitte or by their external third-party provider."
86,"Senior Finance Analyst, Customer Engagement (6 month max term)",Westpac,"Sydney, New South Wales, Australia",2021-07-29,https://au.linkedin.com/jobs/view/senior-finance-analyst-customer-engagement-6-month-max-term-at-westpac-2658864833?refId=JTL4g5l%2FDXKaBm%2FdFYefGg%3D%3D&trackingId=acRkkU5u7IiA2MgzHacsKw%3D%3D&position=16&pageNum=3&trk=public_jobs_jserp-result_search-card,"Banking, Financial Services, and Investment Banking","Employment type
Full-time",Not Applicable," Westpac Group is made up of Australia’s most recognised financial services brands, including Westpac, St George, Bank of Melbourne, BankSA, BT Financial Group and RAMS. When you join Westpac Group you’ll become part of one team striving to reach our vision to be one of the world’s greatest companies. We support and encourage career growth whilst offering access to award-winning development programs, and work flexibility.  How will I help?  The role is a business partnering role focused on P&L management, as well as business unit activity analysis and covers month end, forecasting, target setting, ASX half-year/year end and ad-hoc reporting. Reporting directly to the Senior Finance Manager and working closing with Finance Directors and other Senior Managers, the Senior Analyst is responsible for producing accurate monthly reporting in an efficient manner and providing insights that lead to actionable advice for our business partners. The role is primarily set-up to support the business and Head of Finance in monthly reporting, forecast and target setting with the majority of monthly journal processing and stat reporting/financial control functions performed by external offshore and shared services Finance teams. In addition, a large portion of the role involves ad-hoc analysis on the performance of the Westpac, St George, BSA, and BOM Retail business.  Key Accoutabilities:  Knowledge, experience and qualifications:  You will build your profile internally with senior stakeholders and be part of the future of a business that has been around for 200 years. You'll be working for an organisation that supports development, internal careers moves and flexible working. Along with a competitive salary, you'll receive Westpac's generous benefits and a whole array of customer discounts.  How do I apply?  Start here. Just click the APPLY button.  As part of our commitment to creating a diverse and inclusive workplace, this role is open to experienced candidates seeking a discussion around workplace flexibility. We invite candidates of all ages, people with a disability and Indigenous Australians to apply."
87,"Senior Business Analyst - Sydney,Australia",MediaMonks,"Sydney, New South Wales, Australia",2021-07-29,https://au.linkedin.com/jobs/view/senior-business-analyst-sydney-australia-at-mediamonks-2454041476?refId=JTL4g5l%2FDXKaBm%2FdFYefGg%3D%3D&trackingId=UP5lA8O27ArkFVx5iDM5cw%3D%3D&position=17&pageNum=3&trk=public_jobs_jserp-result_search-card,"Marketing and Advertising, Computer Software, and Internet","Employment type
Full-time",Associate,"Description  As a Senior Business Analyst you will help drive technical solutions for the business, providing an effective link between the business and IT, engaging stakeholders, consulting with customers and improving performance across the Adobe platform.    This role will involve engaging stakeholders and the business to elicit requirements and drive solutions. Collaborate across a wide range of customers and domains to ensure successful delivery. You will lead workshops and champion agile on projects. Design strategic solutions to support the long-term goals of the business. Translate business requirements into technical specification and assist in the writing of business cases and gathering of requirements across key customers.       Become One of Our Monks  At MediaMonks, you’ll join a young, successful and crazy-ambitious company creative people would kill to work for. You’ll get to do great work with even better coworkers. You can go all-in with our one-of-a-kind company culture, and all-out at parties and winter sports. We even have an epic lunch and a next-gen pension fund. If you meet and exceed this profile, stop playing on your phone and send us your best application so far.  Please be attentive to the requirements and accompany your application with a personal cover letter detailing why you’re the right Monk for the job.  : $80,000 - $120,000/yr"
88,Senior Sales Operations Analyst,Groupon,"Sydney, New South Wales, Australia",2021-07-29,https://au.linkedin.com/jobs/view/senior-sales-operations-analyst-at-groupon-2637548184?refId=JTL4g5l%2FDXKaBm%2FdFYefGg%3D%3D&trackingId=OwCp%2Fe4jiXJx2sS%2BCWxNPA%3D%3D&position=18&pageNum=3&trk=public_jobs_jserp-result_search-card,Internet,"Employment type
Full-time",Not Applicable,"At Groupon we are continuing to grow our on-demand marketplace, matching consumers with merchants just about anywhere, anytime. Teammates across the globe and across a global spectrum of talents and industry specializations are charging ahead to refine and evolve what Groupon can do to connect local commerce. Local Heart. Global Impact.  Sales Operations is a dynamic team tasked with keeping the sales floor humming by driving large-scale projects focused on efficiency and sales productivity, as well as day-to-day sales support. Initiatives can range from recommending changes to our product or platform, rolling out improved tooling for our sales reps, modeling and supporting sales contests, or using the data we have to address trends in the department and owning solutions. The trifecta of teams in Sales Operations (Rep Analytics, Tools & Process Improvement, and Communication) work closely together to ensure our sales teams have a consistent, informed, and high-energy environment to achieve their sales goals.  As a , you will be responsible for all aspects of data automation, analysis and reporting for Groupon’s sales division to provide insight and drive measurable improvements in process and efficiency throughout the organization. You will also be a key stakeholder in driving quantitative recommendations for sales rep incentives and compensation. You will work directly with senior leaderships in sales, as well other key functions including HR, Finance, and Compensation.  We're a ""best of both worlds"" kind of company. We're big enough to have resources and scale, but small enough that a single person has a surprising amount of autonomy and can make a meaningful impact. We're curious, fun, a little intense, and kind of obsessed with helping small businesses everywhere thrive. Does that sound like a compelling place to work?        Groupon employees globally will have the option to ‘work from home’ up until September 2021. With flexibility being part of our DNA as an e-Commerce business, our Groupies will have the option to work flexibly beyond this as well!"
89,Technical Insights Analyst,Foxtel Group,"North Ryde, New South Wales, Australia",2021-07-29,https://au.linkedin.com/jobs/view/technical-insights-analyst-at-foxtel-group-2658829565?refId=JTL4g5l%2FDXKaBm%2FdFYefGg%3D%3D&trackingId=ivEN7MUQ1irtMAtT22f0KQ%3D%3D&position=19&pageNum=3&trk=public_jobs_jserp-result_search-card,Broadcast Media,"Employment type
Full-time",Not Applicable,"The Technical Insights Analyst is a subject matter expert who is jointly responsible for the collection and analysis of data from Foxtel’s Customer Premises Equipment and Platform across Broadcast, Broadband, IP and emerging product portfolios.  Key to this role will be improving customer satisfaction by applying analytical skills to identify emerging and underlying problems, increasing CPE & Platform reliability and minimising the number of detractors driven by service interruptions."
90,Risk Culture Senior Analyst,Macquarie Group,"Sydney, New South Wales, Australia",2021-07-29,https://au.linkedin.com/jobs/view/risk-culture-senior-analyst-at-macquarie-group-2658830277?refId=JTL4g5l%2FDXKaBm%2FdFYefGg%3D%3D&trackingId=NnPAlXuXwhgYiEIFE1fJ4A%3D%3D&position=20&pageNum=3&trk=public_jobs_jserp-result_search-card,"Banking, Financial Services, and Investment Banking","Employment type
Full-time",Not Applicable,"Risk Culture Senior Analyst Melbourne, Sydney  As part of the Behavioural Risk division of Macquarie’s Risk Management Group (RMG), the Risk Culture team assist Macquarie businesses to determine the soundness, and enable the alignment, of culture to drive good risk outcomes throughout Macquarie Group Limited. A sound risk culture has been integral to Macquarie’s risk management framework since inception and continues to be of high importance to the Group.  The primary function of our team is to apply our well-developed assessment process and undertake independent risk culture reviews across the operating and central service groups to identify the relative strengths and areas for development within a business or function. These findings and accompanying actionable recommendations are shared with senior management to effect positive change.  Risk culture is an exciting area to work in, with growing global recognition that risk cultures are fundamental to their long-term success. In addition to on-the-job learning and working alongside a team of experienced subject matter experts, you will also benefit from a supportive team environment which values diversity and inclusion, workplace flexibility and continued learning opportunities.  To drive a strong risk culture, you will have opportunities to enhance the risk culture assessment methodology and act in an advisory capacity to Macquarie businesses where the team’s expertise will lead to better risk outcomes. You will also be expected to support continuous improvement initiatives to drive greater efficiency and effectiveness across the team and the wider Risk Management Group division.  The team consists of members with varied backgrounds and welcomes diverse perspectives. As such, we value hearing how you could apply your previous work experience to further enhance how our team operates. While the role is Sydney-based, the role will at times require overseas travel (in line with governments’ health guidance) due to Macquarie global business operations.  As a Risk Culture Senior Analyst you will be pivotal in supporting risk culture reviews applying professional judgement and relevant experience to our review process. You will develop surveys, including customised questions, that will effectively assess risk culture, manage the online survey process (through Qualtrics) with a focus on end-user experience and critically analyse survey output (quantitative and qualitative) and presenting findings in an insightful way using a range of software (e.g. PowerBI and Excel).  Other Responsibilities include:  To be success in this role you will have relevant education and experience at least two years post-graduate in human behaviour (e.g. psychology, behavioural science) and/or business and finance (e.g. economics, human resources, consulting). You will bring strong attention to detail and data literacy skills, working with both quantitative and qualitative data and strong verbal and written communication skills to assist in delivering risk culture insights and working within a collaborative team environment.  You will also bring sound Excel and PowerPoint skills to analyse and present findings in informative ways and a desire to continually learn and develop your skillset across a broad range of subject matters. Your sound time management skills and experience with a range of other visualisation and statistical software (e.g. PowerBI and SPSS) will set you up for success in this role.  If you are interested in this exciting new opportunity, apply today via the links provided.  The Risk Management Group (RMG) is an independent and centralised function responsible for objective review and challenge, oversight, monitoring and reporting in relation to Macquarie’s material risks. RMG designs and oversees the implementation of the risk management framework. Its divisions include Credit, Market Risk, Regulatory Affairs and Aggregate Risk, Financial Crime Risk, Compliance, Operational Risk & Governance, Behavioural Risk, Enterprise Support and Internal Audit.  Macquarie understands the importance of diversity and inclusion - our long history of success has come from being different. At Macquarie we value the innovation and creativity that diversity of thought brings. The one thing we all have in common is our focus on high performance. If you're capable, motivated and can deliver, we want you on our team.  Macquarie is an equal opportunities employer and does not discriminate on the grounds of age, disability, sex, sexual orientation, gender reassignment, gender identity, marriage, civil partnership, pregnancy, maternity, race (including colour and ethnic or national origins), religion or belief.  We facilitate a range of flexible working arrangements within our teams. Talk to us about what flexibility may be available.    A career at Macquarie means you’ll have the opportunity to develop and utilise new skills, explore interesting fields and do challenging work that will impact the lives of people around the world—whether it’s accelerating the green energy transition, helping sustain global food supplies, financing social housing projects or investing in essential infrastructure. At Macquarie, we’re empowering people to innovate and invest for a better future.  Our size and international presence means your work can take you anywhere—across business groups, disciplines, sectors and borders. With 16,000+ employees and offices in 32 markets around the world, we’re a truly global organisation.  You’ll be supported by a diverse team where the unique perspectives, ideas and experiences that all of our people bring are valued. You’ll be empowered to address unmet needs in our communities whilst advising and investing alongside our clients and partners. Working with us, you’ll have the opportunity to make a difference.  Macquarie is a global financial group providing clients with asset management, retail and business banking, wealth management, leasing and asset financing, market access, commodity trading, renewables development, specialist advisory, capital raising and principal investment.  Find out more at www.macquarie.com/careers  RMG-959004 Permanent - Full time Melbourne, Sydney Mid-level, Compliance, Legal & Regulatory, Risk Management Risk Management Group Behavioural Risk Bianca Jenkins 27/7/2021"
